id,text,incident_types,type_labels,severity,severity_label
18552,i don t need food what i need is a tarpaulin for my baby,"['emergency', 'request', 'aid_related', 'shelter', 'direct_report']","[9, 25, 1, 28, 6]",Yellow,1
350,i don t understand what you are doing as i am a victim i cannot go give blood on the contrary you have to help me,"['emergency', 'request', 'aid_related', 'medical_help', 'medical_products', 'security', 'water', 'food', 'shelter', 'clothing', 'money', 'refugees', 'other_aid', 'direct_report']","[9, 25, 1, 15, 16, 27, 33, 12, 28, 3, 19, 24, 21, 6]",Red,2
17097,hi i have a lot of problem i dont fin any thing to eat i dont find any job please help me to fin a job,"['emergency', 'request', 'aid_related', 'food', 'other_aid', 'direct_report']","[9, 25, 1, 12, 21, 6]",Yellow,1
223,the ddp committee wants to alert the emergency service that they have a lot of people who leave port au prince to go to torbeck in the sourthern part of the country they are without food and money they are dying for food,"['emergency', 'request', 'aid_related', 'food', 'death']","[9, 25, 1, 12, 5]",Black,3
6030,there is a situation of bad weather on the south of haiti yesterday,"['emergency', 'weather_related', 'storm', 'other_weather']","[9, 34, 30, 23]",Red,2
19252,we need tents water food and medicine we are at the 3rd entrance near saint antoine,"['emergency', 'request', 'aid_related', 'medical_products', 'water', 'food', 'shelter', 'direct_report']","[9, 25, 1, 16, 33, 12, 28, 6]",Yellow,1
19216,the refugee camps in pakistan traditionally served as rearguard bases for mujahidin fighters,"['emergency', 'aid_related', 'military', 'refugees']","[9, 1, 17, 24]",Yellow,1
9179,please help those of us who left pap for the countryside,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
14844,special hurricane sandy dinner menu just glad they are open cafe luxembourg pic http t co igjsiixd,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
2500,dhos have been provided with who guidelines on preventing and treating tetanus infection post disaster,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
18946,i m gonna use this storm to catch up on my school work frankenstorm bringing nyers together frankenstorm apocalypse hurricane sandy w harlemvoice http t co n06ys7gl,"['emergency', 'infrastructure_related', 'aid_centers', 'weather_related', 'storm', 'direct_report']","[9, 14, 0, 34, 30, 6]",Red,2
15620,my prayers go out to haiti after that horrific earthquake orchestra rehearsal was good but am going to take it easy for the next few days,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
564,more than 70 of the thermo electric power plant which is a part of the refinery complex has been destroyed,['emergency'],[9],Green,0
9774,i offered to donate about 50 items canned beans etc however i would be willing to make a large batch of bean chili vegetarian and turkey hot dogs in rolls and wrapped in foil i could provide the chili in a large serving container aluminum catering style or in styrofoam cups with caps i could package these together or separately in small lunch bags and include juice paks or a small water napkins and plastic utensils this would be instead of or in addition to the canned and boxed items please let me know if s,"['emergency', 'aid_related', 'medical_products', 'food']","[9, 1, 16, 12]",Yellow,1
10367,islamabad jun 11 2007 xinhua via comtex scorching heat killed another 63 people on saturday in pakistan as the country remained in the grip of severe heatwave with mercury level touching record heights in a number of cities newspapers said monday,"['emergency', 'aid_related', 'death', 'weather_related', 'other_weather']","[9, 1, 5, 34, 23]",Black,3
8089,we need help for clercine and christ roi the people are hungry their houses are broken and we dont have cloths please we need,"['emergency', 'request', 'aid_related', 'food', 'shelter', 'buildings', 'direct_report']","[9, 25, 1, 12, 28, 2, 6]",Yellow,1
16059,every summer has a period of excessive heat but nobody remembers it ever lasting this long t venkateshwarlu a local administrative official told afp,"['emergency', 'weather_related', 'other_weather']","[9, 34, 23]",Yellow,1
14740,we can t find tents at haytrac,"['emergency', 'request', 'aid_related', 'shelter', 'direct_report']","[9, 25, 1, 28, 6]",Yellow,1
3385,all malaria transmitting mosquitoes belong to the genus anopheles which breeds exclusively in fresh clean water with the exception of anopheles sundaicus which breeds in brackish water,['emergency'],[9],Green,0
3933,international help flowed for immediate relief effort with neighbouring india sending navy divers and army doctors to deal with the crisis,"['emergency', 'aid_related', 'medical_help', 'medical_products', 'military', 'other_aid', 'infrastructure_related', 'hospitals', 'aid_centers', 'other_infrastructure', 'weather_related', 'other_weather']","[9, 1, 15, 16, 17, 21, 14, 13, 0, 22, 34, 23]",Red,2
7959,food medicament for the health center of terre rouge,"['emergency', 'request', 'aid_related', 'medical_products', 'food']","[9, 25, 1, 16, 12]",Yellow,1
2707,i would like to thank very much all the doctors who came to help after the massive earthquake that hit the country god bless you stay firm and strong,"['emergency', 'request', 'aid_related', 'medical_help', 'transport', 'weather_related', 'floods', 'earthquake', 'direct_report']","[9, 25, 1, 15, 32, 34, 11, 7, 6]",Red,2
2790,in units 2 and 3 fresh water is being continuously injected through the fire extinguisher lines at indicated rates of 7 m3 h and 7 m3 h respectively using temporary electric pumps with off site power,"['emergency', 'aid_related', 'water']","[9, 1, 33]",Yellow,1
3446,aid workers have called for resources to bring immediate relief to thousands of stricken mountain vilages and houses before the on coming himalayan winter puts them all but out of reach,"['emergency', 'aid_related', 'other_aid', 'weather_related', 'cold', 'other_weather']","[9, 1, 21, 34, 4, 23]",Yellow,1
14892,afghanistan was already suffering a huge humanitarian crisis before the terrorist bombings thrust it onto the international stage,"['emergency', 'aid_related', 'military']","[9, 1, 17]",Yellow,1
3535,met office predicted more rains in the state in the next 24 hours with heavy rainfall warning for some areas of east up,"['emergency', 'weather_related', 'storm', 'other_weather']","[9, 34, 30, 23]",Red,2
10920,the storms left thousands of homeless and widespread flooding optimum conditions for the spread of cholera,"['emergency', 'aid_related', 'medical_help', 'shelter', 'weather_related', 'floods', 'storm']","[9, 1, 15, 28, 34, 11, 30]",Red,2
15640,it s been the harshest winter in living memory for tajikistan leaving hundreds of thousands of people bitterly cold and hungry,"['emergency', 'weather_related', 'cold']","[9, 34, 4]",Yellow,1
15053,i am saved from the earthquake by god s mercy i am at l artibonite i would like some help for my family and i thank you,"['emergency', 'request', 'aid_related', 'other_aid', 'weather_related', 'earthquake', 'direct_report']","[9, 25, 1, 21, 34, 7, 6]",Red,2
11931,strong wind hailstorm and rain hit several municipalities of eastern georgian region of kakheti late on monday,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
19694,in waters near taiwan which china considers a renegade province the operation was more complicated said vietnamese officials,['emergency'],[9],Green,0
17618,good evening we are an organization we have lots of problems we haven t received any aid thank you,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
7525,tokyo dec 28 2004 xinhua via comtex japan tuesday sent a maritime self defense force convoy including a helicopter to waters off thailand to help search for missing people following sunday s earthquake and subsequent tsunamis in the southeast and south asian region,"['emergency', 'aid_related', 'search_and_rescue', 'military', 'missing_people', 'weather_related', 'earthquake']","[9, 1, 26, 17, 18, 34, 7]",Red,2
821,thank you for all your information i want to to pass this important information for me people from the mandine zone cannot live because they do not have tants and food,"['emergency', 'aid_related', 'food', 'clothing']","[9, 1, 12, 3]",Yellow,1
10255,people from gressier living in the 2nd section in morne chandel we are asking the concerned authorities to please check up on us because we haven t received anything we need food water and medecine,"['emergency', 'request', 'aid_related', 'medical_help', 'medical_products', 'water', 'food']","[9, 25, 1, 15, 16, 33, 12]",Red,2
18400,beijing sep 25 xinhuanet tropical storm usagi has weakened as it continues to move inland,"['emergency', 'weather_related', 'storm', 'direct_report']","[9, 34, 30, 6]",Red,2
8278,the responsible churches to run after satan good lord praise you,['emergency'],[9],Green,0
8273,a double jeopardy of last year s vegetation devouring locusts and devastating drought has virtually destroyed food production across much of this agricultural country,"['emergency', 'aid_related', 'food', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'other_weather']","[9, 1, 12, 14, 22, 34, 23]",Yellow,1
16003,clothing baby supplies painkillers,"['emergency', 'aid_related', 'medical_products', 'clothing', 'other_aid']","[9, 1, 16, 3, 21]",Yellow,1
19173,the death toll from saturday s earthquake continues to climb as rescue workers make their way into remote regions cut off by broken and blocked bridges and now hampered by heavy rainfalls hail storms mud and land slides and dropping temperatures,"['emergency', 'aid_related', 'death', 'transport', 'weather_related', 'storm', 'earthquake', 'other_weather']","[9, 1, 5, 32, 34, 30, 7, 23]",Black,3
10889,about 240 people are hungry in gonaives no more food,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
9023,meals on wheels donated 50 meals can anyone deliver additional meals tomorrow,"['emergency', 'offer', 'aid_related', 'food', 'direct_report']","[9, 20, 1, 12, 6]",Yellow,1
12018,it s 1 fr m who told me that i shouldn t go up now because i can t take anything with me furthermore all my house are destroyed it s almost,['emergency'],[9],Green,0
7645,i am a chef and carter s who can prepare an d organize serving food,['emergency'],[9],Green,0
17947,there is no way to prove climate change is to blame for the extreme cold snap but some chinese government scientists see no other explanation for the wild temperature swings particularly in the areas that have become accustomed recently to mild winters,"['emergency', 'weather_related', 'cold']","[9, 34, 4]",Yellow,1
16492,led by international technical disaster management expert mr peter schimann the four man mission will assess the ground situation and prepare a comprehensive report including a rehabilitation package for agriculture and animal husbandry sectors,"['emergency', 'aid_related', 'refugees', 'other_aid', 'weather_related', 'earthquake']","[9, 1, 24, 21, 34, 7]",Red,2
2833,this is not a plan to help the schools which are victims,"['emergency', 'aid_related', 'other_aid', 'infrastructure_related', 'aid_centers']","[9, 1, 21, 14, 0]",Yellow,1
11238,the met office has forecast a cold and foggy weekend in delhi,['emergency'],[9],Green,0
10372,after each natural catastrophe in haiti we all nationally and internationally knew that the help never got to the real victims government and,['emergency'],[9],Green,0
7406,i m in the 8th section of the commune village of bene our house is destroyed and we don t have,"['emergency', 'request', 'aid_related', 'shelter', 'buildings', 'direct_report']","[9, 25, 1, 28, 2, 6]",Yellow,1
14574,the plane is scheduled to return later friday after unloading medical kits blankets and bottled water worth 550 million won 470 000 dollars destined for victims of last week s deadly train blast in the communist state they said,"['emergency', 'aid_related', 'medical_products', 'water', 'shelter']","[9, 1, 16, 33, 28]",Yellow,1
18982,it killed registered nurses and it can also kill practising nurses,"['emergency', 'aid_related', 'death']","[9, 1, 5]",Black,3
8240,thousands of injured dehydrated and undernourished survivors sheltering in fields in makeshift shelters or in the open air in temperatures below zero are likely to die unless they can be reached before the harsh mountain winter sets in,"['emergency', 'request', 'aid_related', 'medical_help']","[9, 25, 1, 15]",Red,2
11940,it could also provide pointers for other asian countries such as the philippines in how to untangle seemingly intractable separatist rebellions over long standing grievances,['emergency'],[9],Green,0
12526,remind the gouvernement that there are 2 dead bodies in lamanten 54 ruelle raymond remon,"['emergency', 'request', 'aid_related', 'death', 'direct_report']","[9, 25, 1, 5, 6]",Black,3
15259,according to meteorologists a low pressure system in the upper parts of thailand and a southwesterly wind in the andaman sea and the gulf of thailand have remained in place and are expected to bring heavy rain to the three regions,"['emergency', 'aid_related', 'missing_people', 'other_aid', 'transport', 'weather_related', 'floods']","[9, 1, 18, 21, 32, 34, 11]",Red,2
9979,i have a three month old child it has diarrhoea what do i have to make for him,"['emergency', 'request', 'aid_related', 'medical_help']","[9, 25, 1, 15]",Red,2
12557,she said over the years they have demonstrated trust and commitment in ensuring that lassa fever and other hemorrhagic fevers are prevented and control adding that the handing over of the rehabilitated annex ward is the continued commitment of tulane s project to the public health system of the country,['emergency'],[9],Green,0
7768,what s up i have not received and answer about the information i requested,['emergency'],[9],Green,0
17265,working with medecines sans frontieres holland air serv is using its as 350 helicopters to fly medical teams to relief camps and isolated villages and we are providing medevac flights to victims in need of more intensive care,"['emergency', 'aid_related', 'medical_help', 'medical_products', 'search_and_rescue', 'other_aid', 'infrastructure_related', 'hospitals', 'direct_report']","[9, 1, 15, 16, 26, 21, 14, 13, 6]",Red,2
4095,my wife understands better so tell us what to do it doesnt sound like they need help but are available to help,"['emergency', 'direct_report']","[9, 6]",Green,0
2689,1 7 billion rupees grant bridges between padiyathalawa and eravur on the a5 in maha oya and eravurpattu ds divisions and panichankerny bridge and causeway on the a15 trincomalee batticaloa road is to be reconstructed,"['emergency', 'transport']","[9, 32]",Yellow,1
1189,goodnight twitter turning off the phone battery s dying fast hurricanesandy fuckthank u sandy for installing a brand new indoor pool in my room whoever has a bathing suit pool party my crib tomorrow,"['emergency', 'electricity', 'weather_related', 'storm', 'direct_report']","[9, 8, 34, 30, 6]",Red,2
9285,another 392 children are suffering acute diarrhea in the city many sections of which remain underwater,"['emergency', 'aid_related', 'medical_help', 'other_aid', 'weather_related', 'floods', 'other_weather']","[9, 1, 15, 21, 34, 11, 23]",Red,2
4845,good evening i need information please,"['emergency', 'request', 'aid_related', 'search_and_rescue', 'security', 'electricity', 'weather_related', 'fire', 'earthquake', 'direct_report']","[9, 25, 1, 26, 27, 8, 34, 10, 7, 6]",Red,2
5210,we need potable water medicines food lamp oil and security please call to get location,"['emergency', 'request', 'aid_related', 'medical_products', 'security', 'water', 'food', 'direct_report']","[9, 25, 1, 16, 27, 33, 12, 6]",Yellow,1
3990,still no power at my apt building off to ny in hopes its better in yonkers sandyisabuzzkillhey hillsongnyc family keep the info coming if you or your family has immediate needs b c of sandy email txt or tweet me with infoalright what ui guy do i need to sleep with to get some power up in this bitch ui sandyprobz,"['emergency', 'request', 'aid_related', 'other_aid', 'weather_related', 'storm', 'direct_report']","[9, 25, 1, 21, 34, 30, 6]",Red,2
8060,it is likely that the fatalities from this heat wave in india are not a complete count of the numbers of deaths it caused as heatwave deaths are generally underreported particularly in developing countries said maarten van aalst director of the red cross red crescent climate centre and a lead author of the 2012 ipcc report on extremes,"['emergency', 'aid_related', 'death', 'weather_related', 'other_weather']","[9, 1, 5, 34, 23]",Black,3
10565,new blog post terremoto en haiti fotos earthquake http tinyurl com y9f5lwj,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
5676,thankfully pierre ntsiete school located half a mile from the blasts that launched hundreds of unexploded and unstable munitions across a 600 000m2 area was closed for the weekend and its 5 000 pupils had a lucky escape,"['emergency', 'aid_related', 'security', 'refugees', 'death', 'other_aid', 'transport', 'weather_related', 'floods']","[9, 1, 27, 24, 5, 21, 32, 34, 11]",Black,3
15624,the centre treats malnourished children whose conditions are compounded by medical complications such as malaria pneumonia diarrhoea and even snakebite,"['emergency', 'aid_related', 'medical_help', 'medical_products']","[9, 1, 15, 16]",Red,2
10950,faltou energia aqui mais ja voltou to indo pro arruda avante santa cruz,['emergency'],[9],Green,0
16085,june 2002 amadou toumani traor elected president despite having previously ruled out a political comeback,['emergency'],[9],Green,0
15776,good afternoon how the situation was for the day,['emergency'],[9],Green,0
15607,the peace committee in mutur was formed in 2001 composed of one key individual from each of 13 educational zones in the division in an effort to reduce ethnic clashes and racial disharmony between tamils and muslims,"['emergency', 'aid_related', 'security', 'military']","[9, 1, 27, 17]",Yellow,1
14796,i want any information about haiti,['emergency'],[9],Green,0
16576,are we going to get some aid send peas juice bread water corn etc trianon mirebalais,"['emergency', 'request', 'aid_related', 'medical_products', 'water', 'food', 'direct_report']","[9, 25, 1, 16, 33, 12, 6]",Yellow,1
14227,khatachira s only source of water is a stagnant pond filled with blackened leaves,"['emergency', 'aid_related', 'water']","[9, 1, 33]",Yellow,1
13330,the system is currently at the stage of tropical disturbance with pressure at the centre estimated at 1003 hpa average wind speed of 37km h and gusts at sea of 52 km h and is movin g slowly west south west,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
3880,i would like to know that an earthquake again,['emergency'],[9],Green,0
16033,however the government did not supplying fuel to operate the water pumps and private donors had to step in to provide fuel according to the residents,"['emergency', 'infrastructure_related', 'other_infrastructure']","[9, 14, 22]",Yellow,1
14323,at what age someone can take the vaccination,"['emergency', 'request', 'aid_related', 'medical_help']","[9, 25, 1, 15]",Red,2
12621,the government of japan has provided emergency assistance in kind 1 400 water tanks 1 400 towels 20 tents 12 electricity generators and 12 reels of electric cord equivalent to about 9 million yen usd 75 000,"['emergency', 'aid_related', 'water', 'shelter', 'other_aid']","[9, 1, 33, 28, 21]",Yellow,1
4934,over 79 000 civilians are sheltering in hugely overcrowded united nations peacekeeping bases including over 32 000 civilians crammed into un camps in the capital alone,"['emergency', 'aid_related', 'shelter', 'refugees', 'infrastructure_related', 'aid_centers']","[9, 1, 28, 24, 14, 0]",Yellow,1
14563,these people that are in providence may be a banned we are hungry they have problems of health and institution,"['emergency', 'request', 'aid_related', 'medical_help', 'food', 'direct_report']","[9, 25, 1, 15, 12, 6]",Red,2
19083,also heavy rains during the weekend caused several accidents tree falls and floods in the interior and some areas of the capital,"['emergency', 'transport', 'weather_related', 'floods', 'storm', 'direct_report']","[9, 32, 34, 11, 30, 6]",Red,2
11975,hi we are on rte 9 right after the minustah base we have no water and food the way they distributed the supplies was wrong we did not get anything please help us,"['emergency', 'request', 'aid_related', 'water', 'food', 'direct_report']","[9, 25, 1, 33, 12, 6]",Yellow,1
7746,regular campaigns against this voracious insect are mounted by the national locust centre centre national acridien but its activities were interrupted in january 2002 as a result of the political instability and violence which followed the presidential election,['emergency'],[9],Green,0
14702,goal is continuing to working with local organisations to provide relief to families displaced from their homes,"['emergency', 'aid_related', 'shelter', 'refugees']","[9, 1, 28, 24]",Yellow,1
5235,the border with afghanistan has been sealed by neighbouring countries but with the onset of winter the ongoing drought the continuing conflict between the taliban and the northern alliance and the possibility of western military intervention it is likely that a flood of refugees will begin crossing into neighbouring countries despite the closures,"['emergency', 'aid_related', 'refugees', 'weather_related', 'cold']","[9, 1, 24, 34, 4]",Yellow,1
3945,can we sleep in our houses again i ll wait for a response,['emergency'],[9],Green,0
10121,when typhoon tokage struck on oct 20 drenching rains left miles of hillsides unstable and vulnerable to the shattering force of the recent quakes,"['emergency', 'buildings', 'weather_related', 'storm', 'earthquake']","[9, 2, 34, 30, 7]",Red,2
2164,information is needed for vaccination,"['emergency', 'request']","[9, 25]",Green,0
2886,the announcement came during her trip to sierra leone where she visited the don bosco care home for children who have survived ebola or who have completed quarantine and are waiting to be reunited with their families or rehomed,"['emergency', 'request', 'aid_related', 'medical_help', 'military', 'buildings', 'weather_related', 'earthquake', 'direct_report']","[9, 25, 1, 15, 17, 2, 34, 7, 6]",Red,2
10109,as a result there is a fear that without adequate communications in the delta to inform people about impending storms the approach of even a small storm with strong winds could send delta residents fleeing to the few regional towns in search of safety,"['emergency', 'aid_related', 'security', 'other_aid', 'weather_related', 'storm']","[9, 1, 27, 21, 34, 30]",Red,2
8714,the injured policeman was shifted to the district headquarter hospital,"['emergency', 'request']","[9, 25]",Green,0
8708,i don t have food to eat and above that i should be giving blood,['emergency'],[9],Green,0
17588,doesn t feel like halloween at all hurricanesandy,"['emergency', 'weather_related', 'storm', 'direct_report']","[9, 34, 30, 6]",Red,2
19690,is it true they foresee sounami country if yes what can we say if not we have some advice,"['emergency', 'request', 'aid_related', 'other_aid']","[9, 25, 1, 21]",Yellow,1
5666,freaky winter storms have plagued southern china since mid january leading to widespread traffic jams structural collapse blackouts and crop loss in 21 provincial level regions,"['emergency', 'infrastructure_related', 'transport', 'buildings', 'electricity', 'other_infrastructure', 'weather_related', 'storm', 'cold']","[9, 14, 32, 2, 8, 22, 34, 30, 4]",Red,2
172,they spent one night in yushu in the below freezing temperatures surviving on the kindness of other organizations and agencies,['emergency'],[9],Green,0
639,we salute you in jesus name we have problems because in our area there are people who have heart problems high blood pressure asthma we don t have tents we don t have drinkable water there are people who are hypo and hyper glycemic,"['emergency', 'request', 'aid_related', 'medical_help', 'medical_products', 'shelter', 'transport', 'weather_related', 'floods', 'direct_report']","[9, 25, 1, 15, 16, 28, 32, 34, 11, 6]",Red,2
12791,i do not have a tant i m sleeping outside in the street,"['emergency', 'aid_related', 'shelter', 'refugees', 'direct_report']","[9, 1, 28, 24, 6]",Yellow,1
14460,volunteers neeeded at 351 van brunt street to help residents apply for fema aid redhook femamarine way and hett ave this woman sandy victim was one of the first to open up midland beach new dorp http t co csjfnckzaww first night on my bed since hurricane sandy had us leave our home thank god we have one to come back to bless those who don t on our way to heed the call volunteersandy relief broad channel http t co xec4x67j,"['emergency', 'request', 'aid_related', 'medical_help', 'shelter', 'other_aid', 'buildings', 'weather_related', 'storm']","[9, 25, 1, 15, 28, 21, 2, 34, 30]",Red,2
18554,in that regard he said that plans related to vitamin a supplementation in food had been successfully implemented as had plans aimed at broad based eradication of preventable or readily treatable diseases,"['emergency', 'aid_related', 'medical_products', 'food', 'weather_related', 'other_weather']","[9, 1, 16, 12, 34, 23]",Yellow,1
12863,sufficient stocks of cultivated crops are still available in the villages supplemented by processed foods bush resources and offshore fishing which have not been affected by the disaster,"['emergency', 'aid_related', 'security', 'tools', 'weather_related', 'fire', 'other_weather', 'direct_report']","[9, 1, 27, 31, 34, 10, 23, 6]",Red,2
5065,oxfam hong kong is closely monitoring developments in zhouqu and planning our response in terms of relief and rehabilitation,['emergency'],[9],Green,0
9335,he said the government has provided a motorised barge for emergency evacuations from the part of kpendjal cut off to land access,"['emergency', 'aid_related', 'refugees', 'other_aid', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'other_weather']","[9, 1, 24, 21, 14, 22, 34, 23]",Yellow,1
1548,first time i ever saw snow on the beach sandy athena the beach mccabe ave http t co oangiukj,['emergency'],[9],Green,0
7435,according to a 2006 survey of 425 000 families in the monga zone by palli karma shahayak foundation see http www pksf bd org citygropu award htm an ngo and the country s institute of microfinance about 20 percent had no choice but to sell their assets and property to feed their families while 40 percent had to migrate to other places for jobs,['emergency'],[9],Green,0
15448,village allhadino khaskheli u c chatto chand dehe bela shalunka to walidad khaskheli out village is ruined due to flood no engo s have provided us any aid help us,"['emergency', 'request', 'aid_related', 'shelter', 'other_aid', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'floods', 'direct_report']","[9, 25, 1, 28, 21, 14, 22, 34, 11, 6]",Red,2
10932,on the outskirts of banda aceh the devastated provincial capital wooden barracks were being constructed over open drains with water pooling underneath,"['emergency', 'aid_related', 'water', 'other_aid', 'transport', 'weather_related', 'floods']","[9, 1, 33, 21, 32, 34, 11]",Red,2
10024,friends good evening i live at cite soleil i live in a center since the distribution water food and tent we don t never find anything,"['emergency', 'request', 'aid_related', 'water', 'food', 'shelter', 'infrastructure_related', 'aid_centers', 'direct_report']","[9, 25, 1, 33, 12, 28, 14, 0, 6]",Yellow,1
15736,bangkok 15 june 2009 nnt the government pharmaceutical organization gpo will produce a nasal spray vaccine to heal the influenza a h1n1 estimating that the vaccine would be used in march 2010,['emergency'],[9],Green,0
16663,we are trying to reach as many camps as possible to prevent disease outbreaks,"['emergency', 'aid_related', 'medical_help', 'direct_report']","[9, 1, 15, 6]",Red,2
11878,the resettlement site also lacks permanent structures with pupils continuing to learn in tents,['emergency'],[9],Green,0
8919,i don t have residence my house is cracked,"['emergency', 'aid_related', 'shelter', 'infrastructure_related', 'buildings', 'other_infrastructure', 'direct_report']","[9, 1, 28, 14, 2, 22, 6]",Yellow,1
18940,please since they give this help i never find anything please help me to find something to eat and god will be bless you for that,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
17160,there will an other more powerfull earthquake,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
8418,why does it does not flub to students for them to go into other countries,['emergency'],[9],Green,0
9026,we poke around in the undergrowth like a surgeon looking for a torn artery,['emergency'],[9],Green,0
2486,for most this is the third consecutive year of poor harvest,['emergency'],[9],Green,0
9322,for the next 15 days over 2 500 families in 37 villages will receive a food basket consisting of the following items,"['emergency', 'aid_related', 'food']","[9, 1, 12]",Yellow,1
9582,immediate key activities to be implemented are assessments of threats and impacts on marine and coastal resources as well as implementing medium and long term mitigation and rehabilitation plans in particular with regard to coral reefs mangroves seagrass beds and protected areas,['emergency'],[9],Green,0
19291,the precipitation in linwu county reached 120 mm within 12 hours on sunday causing a landslide and traffic interruption of a provincial highway in the county according to the headquarters,"['emergency', 'transport']","[9, 32]",Yellow,1
10713,amda association of medical doctors of asia emergency medical relief which started on 12 30 2006 in aceh has been continued with local initiatives of amda indonesia supported by the medical professionals from zainoel abidin hospital who have been associated with amda projects in aceh,['emergency'],[9],Green,0
12282,donation of clothes food etc,"['emergency', 'request', 'aid_related', 'clothing']","[9, 25, 1, 3]",Yellow,1
8257,jakarta jan 24 afp a strong earthquake shook indonesia s sulawesi island monday damaging dozens of shops and homes and prompting thousands to flee for fear of a repeat of last month s tsunami disaster,"['emergency', 'aid_related', 'refugees', 'infrastructure_related', 'buildings', 'shops', 'weather_related', 'earthquake']","[9, 1, 24, 14, 2, 29, 34, 7]",Red,2
16681,having trekked a long distance the herders emaciated cattle are mostly dying causing losses for the mbororo but also giving rise to roadside grills and butcheries,['emergency'],[9],Green,0
16444,a total rainfall of 25 mm has been recorded during the last 24 hours,['emergency'],[9],Green,0
2024,china has pledged to speed its reconstruction in the farming sector in effort to step up preparation for spring farm work and to ensure farm products supply this year,['emergency'],[9],Green,0
1872,is it earthquake that it will have still,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
354,who together with the government of afghanistan and several international ngos launched an appeal for a little over one million us dollars to bring the disfiguring disease cutaneous leishmaniasis commonly called the kandahar sore under control,"['emergency', 'aid_related', 'money']","[9, 1, 19]",Yellow,1
5360,for instance an article published on february 4 2013 in l express de bamako la liste des membres du mnla des traitres abattre pour la r publique list of mnla members traitors to kill in the name of the republic contained language that could be considered incitement to violence,"['emergency', 'aid_related', 'security']","[9, 1, 27]",Yellow,1
14032,failed rains and a locust infestation wiped out much of last year s crop of millet the staple cereal of the sahel the dry and dusty belt that runs across africa just below the sahara desert,"['emergency', 'aid_related', 'food', 'weather_related', 'storm']","[9, 1, 12, 34, 30]",Red,2
15196,while the bangkok metropolitan authority bma in a 23 october flood update requested residents not to panic it did little to assuage fears upon assessing the situation with all indicators bma would like to inform that a rather serious upcoming disaster is very imminent and inevitable,"['emergency', 'weather_related', 'floods']","[9, 34, 11]",Red,2
1164,pictures of haiti after the earthquake are heartbreaking,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
17928,we re in carrefour rue ray near the edh building we cannot take it any more everything is finished we cannot find the people,"['emergency', 'aid_related', 'missing_people', 'direct_report']","[9, 1, 18, 6]",Red,2
18655,in our village kachipul floods has caused a lot of destruction it has destroyed our crops house as well as our livelihood it has destroyed everything but the government has not helped us till now,"['emergency', 'request', 'aid_related', 'other_aid', 'buildings', 'weather_related', 'floods', 'direct_report']","[9, 25, 1, 21, 2, 34, 11, 6]",Red,2
3395,we are at impasse colon turgeau we need help food and youth willing to work thank you,"['emergency', 'request', 'aid_related', 'food', 'other_aid', 'direct_report']","[9, 25, 1, 12, 21, 6]",Yellow,1
14744,there were passing out food and water in saint louis du nord they did not give none i leave at vilaso first seksyon rural ask for maureste,"['emergency', 'request', 'aid_related', 'water', 'food', 'direct_report']","[9, 25, 1, 33, 12, 6]",Yellow,1
18733,he informed that there were no metalled roads and transmission line and the area was extremely backward,"['emergency', 'direct_report']","[9, 6]",Green,0
3127,chile earthquake talca el hospital de talca suffered terrible damages the old part of the hosp http twurl nl wcuws3 chile poetry,"['emergency', 'infrastructure_related', 'hospitals', 'weather_related', 'earthquake']","[9, 14, 13, 34, 7]",Red,2
9694,i have officially made it through my first storm in the newsroom i can finally go home and see what damage sandy has left manchester withso grateful to see another day i am thankful for the nypd fdny emergency workers health pros amp city employees working through sandy new york last night nofilter newyork nyc hurricane sandy nyu weinstein residence hall http t co k23ts8wc,"['emergency', 'aid_related', 'medical_help', 'medical_products', 'search_and_rescue', 'weather_related', 'storm', 'direct_report']","[9, 1, 15, 16, 26, 34, 30, 6]",Red,2
8501,rumours are flying around the international aid community in yangon that the evictions are occurring in state run refugee centres across the delta,"['emergency', 'aid_related', 'medical_help', 'refugees', 'other_aid', 'buildings', 'weather_related', 'storm']","[9, 1, 15, 24, 21, 2, 34, 30]",Red,2
13753,no nepalese institutions currently offer degrees in occupational therapy or orthotics and prosthetics resulting in a shortage of trained professionals handicap international s blin said,['emergency'],[9],Green,0
