id,text,incident_types,severity,type_labels,severity_label,lang
14005,"Emergency: electrical fire, no injuries.",['Fire'],Green,[0],0,en
14006,"Boss may stampede, malakas na dugo.",['Other'],Red,[5],2,fil
14007,flash flood sa market. konting galos lang. po,['Natural Disaster'],Green,[4],0,fil
14008,"May nag-aaksidente ang pulis, critical na.",['Other'],Red,[5],2,fil
14009,"Biglaang bagyo wasak ang bubong at kidnapping, kailangan ng tulong pero stable!","['Natural Disaster', 'Crime']",Yellow,"[4, 1]",1,fil
14010,"hit and run, severe bleeding.",['Accident'],Red,[2],2,en
14011,Grabe diabetic emergency! buhay ang nakataya. Bilisan!,['Medical'],Red,[3],2,fil
14012,"Biglaang puno tumama sa bahay, kailangan tignan!",['Natural Disaster'],Yellow,[4],1,fil
14013,"May hostage situation, agarang emergency.",['Crime'],Red,[1],2,fil
14014,"Nag-report ng ulan di tumitigil, konting galos lang.",['Natural Disaster'],Green,[4],0,fil
14015,"not breathing, not breathing.",['Medical'],Red,[3],2,en
14016,kemikal natapon sa San Jose. critical na.,['Other'],Red,[5],2,fil
14017,"May nahihirapang huminga, safe naman.",['Medical'],Green,[3],0,fil
14018,"seizure at tabi ng simbahan, not breathing.",['Medical'],Red,[3],2,en
14019,"may kutsilyo at may usok sa kusina dito sa highway, puwedeng delayed!","['Crime', 'Fire']",Yellow,"[1, 0]",1,fil
14020,Grabe nasagasaan! konting galos lang. Bilisan!,['Accident'],Green,[2],0,fil
14021,hostage situation sa highway. agarang emergency.,['Crime'],Red,[1],2,fil
14022,"Boss may nag-aaksidente ang pulis, kailangan tignan.",['Other'],Yellow,[5],1,fil
14023,"car crash, safe to wait.",['Accident'],Green,[2],0,en
14024,"assault on street, safe to wait.",['Crime'],Green,[1],0,en
14025,"chemical fire dito sa sakayan, konting galos lang!",['Fire'],Green,[0],0,fil
14026,"Nag-report ng nawawalang alahas, wala nang pulso.",['Other'],Black,[5],3,fil
14027,"gulo sa bar at sugatan dito sa elementary school, patay na!","['Crime', 'Medical']",Black,"[1, 3]",3,fil
14028,"Nag-report ng nasagasaan, kailangan ng tulong pero stable.",['Accident'],Yellow,[2],1,fil
14029,"Boss may may nagnakaw, safe naman.",['Crime'],Green,[1],0,fil
14030,"Biglaang nagliliyab na bahay, walang buhay!",['Fire'],Black,[0],3,fil
14031,"Boss may jeep tumama sa poste, kailangan agad.",['Accident'],Red,[2],2,fil
14032,"Nag-report ng tagas ng tubig, hindi na umaandar.",['Other'],Black,[5],3,fil
14033,"Nag-report ng hangin nilipat ang yero at nahihirapang huminga, ok lang.","['Natural Disaster', 'Medical']",Green,"[4, 3]",0,fil
14034,"Biglaang flash flood, critical na!",['Natural Disaster'],Red,[4],2,fil
14035,nagsumiklab ang gulo sa Poblacion. minor lang.,['Other'],Green,[5],0,fil
14036,"Emergency! nag-aaway ng malakas, posibleng bali.",['Crime'],Yellow,[1],1,fil
14037,stroke at bangga ng kotse sa market. walang sugat.,"['Medical', 'Accident']",Green,"[3, 2]",0,fil
14038,"Urgent - seizure, no injuries!",['Medical'],Green,[3],0,en
14039,"hangin nilipat ang yero nangyari, deceased. padala agad.",['Natural Disaster'],Black,[4],3,fil
14040,"Emergency! bangga ng kotse, critical na.",['Accident'],Red,[2],2,fil
14041,"Boss may sugatan at nadulas, hindi makahinga.","['Medical', 'Accident']",Red,"[3, 2]",2,fil
14042,"allergic reaction at bodega nasusunog nangyari, agarang emergency. Padala agad.","['Medical', 'Fire']",Red,"[3, 0]",2,fil
14043,"nag-report ng hostage situation at riot, buhay ang nakataya.","['Crime', 'Other']",Red,"[1, 5]",2,fil
14044,"Emergency: bleeding, life-threatening.",['Medical'],Red,[3],2,en
14045,"Nag-report ng landslide sa bundok, deceased.",['Natural Disaster'],Black,[4],3,fil
14046,"Nag-report ng nadulas at stroke, wala nang pulso.","['Accident', 'Medical']",Black,"[2, 3]",3,fil
14047,"May nahulog sa kanal at bagyo wasak ang bubong, malakas na dugo.","['Accident', 'Natural Disaster']",Red,"[2, 4]",2,fil
14048,"Nag-report ng kemikal natapon, patay na.",['Other'],Black,[5],3,fil
14049,"Emergency. lupa gumuho, hindi na umaandar.",['Natural Disaster'],Black,[4],3,fil
14050,"Tulong! sunog sa bahay, hindi na umaandar.",['Fire'],Black,[0],3,fil
14051,"kuryente sunog nangyari, walang buhay. Padala agad.",['Fire'],Black,[0],3,fil
14052,"Boss may kombulsyon at kidnapping, safe naman.","['Medical', 'Crime']",Green,"[3, 1]",0,fil
14053,"may hostage situation, malakas na dugo.",['Crime'],Red,[1],2,fil
14054,"Biglaang motor crash, hindi na umaandar!",['Accident'],Black,[2],3,fil
14055,"seizure at plaza, possible fracture. po",['Medical'],Yellow,[3],1,en
14056,"sirang bahay at may nag-aapoy na kotse nangyari, malakas na dugo. Padala agad.","['Other', 'Fire']",Red,"[5, 0]",2,fil
14057,"Biglaang kidnapping, safe naman!",['Crime'],Green,[1],0,fil
14058,nag-aaway ng malakas sa Barangay Centro. safe naman.,['Crime'],Green,[1],0,fil
14059,"not breathing at plaza, no injuries.",['Medical'],Green,[3],0,en
14060,"robbery and chest pain at Poblacion, needs treatment soon.","['Crime', 'Medical']",Yellow,"[1, 3]",1,en
14061,"robbery, safe to wait.",['Crime'],Green,[1],0,en
14062,Grabe nag-aaway ng malakas! hindi makahinga. Bilisan! po,['Crime'],Red,[1],2,fil
14063,"heart attack dito sa Bagong Silang, kaya pang maghintay!",['Medical'],Green,[3],0,fil
14064,"lost person at palengke, can wait.",['Other'],Yellow,[5],1,en
14065,hit and run sa kanto. walang buhay.,['Accident'],Black,[2],3,fil
14066,"Nag-report ng duguan at nahulog na phone, minor lang.","['Medical', 'Other']",Green,"[3, 5]",0,fil
14067,Grabe nadaganan ng gamit! kaya pang maghintay. Bilisan!,['Accident'],Green,[2],0,fil
14068,"Biglaang rollover at may nagnakaw, kailangan ng tulong pero stable!","['Accident', 'Crime']",Yellow,"[2, 1]",1,fil
14069,"Urgent - robbery, deceased!",['Crime'],Black,[1],3,en
14070,grabe gulo sa rally! buhay ang nakataya. bilisan!,['Other'],Red,[5],2,fil
14071,"Biglaang landslide sa bundok, kailangan agad!",['Natural Disaster'],Red,[4],2,fil
14072,Grabe nagliliyab na bahay! hindi na umaandar. Bilisan!,['Fire'],Black,[0],3,fil
14073,"bangga ng kotse at binaril ang tao dito sa Bagong Silang, konting galos lang!","['Accident', 'Crime']",Green,"[2, 1]",0,fil
14074,"Biglaang motor crash at nag-aaway ng malakas, walang sugat!","['Accident', 'Crime']",Green,"[2, 1]",0,fil
14075,"Emergency: property damage, urgent.",['Other'],Red,[5],2,en
14076,"Boss may holdap sa tindahan, hindi na umaandar.",['Crime'],Black,[1],3,fil
14077,"sunog sa factory nangyari, ok lang. Padala agad.",['Fire'],Green,[0],0,fil
14078,"Biglaang pananakit sa kalsada, hindi na umaandar!",['Crime'],Black,[1],3,fil
14079,"Tulong! puno tumama sa bahay, agarang emergency.",['Natural Disaster'],Red,[4],2,fil
14080,holdap sa tindahan sa Barangay Centro. kailangan agad.,['Crime'],Red,[1],2,fil
14081,"Tulong! nahihirapang huminga, kaya pang maghintay.",['Medical'],Green,[3],0,fil
14082,"Biglaang flash flood, kailangan ng tulong pero stable!",['Natural Disaster'],Yellow,[4],1,fil
14083,"malakas na ulan dito sa kanto, patay na!",['Natural Disaster'],Black,[4],3,fil
14084,"NOT BREATHING AND ELECTRICAL FIRE, NO PULSE.","['Medical', 'Fire']",Black,"[3, 0]",3,en
14085,"Nag-report ng nadulas at buntis manganak, malakas na dugo.","['Accident', 'Medical']",Red,"[2, 3]",2,fil
14086,"building damage at tabi ng simbahan, no pulse.",['Other'],Black,[5],3,en
14087,"Boss may sugatan, puwedeng delayed.",['Medical'],Yellow,[3],1,fil
14088,lindol sa palengke. walang sugat.,['Natural Disaster'],Green,[4],0,fil
14089,"assault on street, no injuries.",['Crime'],Green,[1],0,en
14090,"NAG-REPORT NG LINDOL AT SUNOG SA BAHAY, POSIBLENG BALI.","['Natural Disaster', 'Fire']",Yellow,"[4, 0]",1,fil
14091,"robbery, possible fracture.",['Crime'],Yellow,[1],1,en
14092,"Emergency: not breathing, severe bleeding.",['Medical'],Red,[3],2,en
14093,"Nag-report ng bodega nasusunog, hindi makahinga. po",['Fire'],Red,[0],2,fil
14094,"Nag-report ng nagliliyab na bahay, wala nang pulso.",['Fire'],Black,[0],3,fil
14095,"bangga ng kotse dito sa elementary school, posibleng bali!",['Accident'],Yellow,[2],1,fil
14096,"Biglaang baha sa kalsada, walang buhay!",['Natural Disaster'],Black,[4],3,fil
14097,Grabe brownout! ok lang. Bilisan!,['Other'],Green,[5],0,fil
14098,"Nag-report ng hangin nilipat ang yero at nasusunog yung store, hindi makahinga.","['Natural Disaster', 'Fire']",Red,"[4, 0]",2,fil
14099,"May holdap sa tindahan at sugatan, critical na.","['Crime', 'Medical']",Red,"[1, 3]",2,fil
14100,"Urgent - tree down, no pulse!",['Other'],Black,[5],3,en
14101,"Tulong! bodega nasusunog, hindi na umaandar.",['Fire'],Black,[0],3,fil
14102,"May nag-aaksidente ang pulis, critical na.",['Other'],Red,[5],2,fil
14103,"car fire at elementary school, needs treatment soon.",['Fire'],Yellow,[0],1,en
14104,"Biglaang nadaganan ng gamit, ok lang!",['Accident'],Green,[2],0,fil
14105,"Tulong! nakawan sa bahay, hindi makahinga.",['Crime'],Red,[1],2,fil
14106,"Biglaang diabetic emergency at bodega nasusunog, hindi na umaandar!","['Medical', 'Fire']",Black,"[3, 0]",3,fil
14107,"Biglaang nahulog na phone at stroke, kailangan agad!","['Other', 'Medical']",Red,"[5, 3]",2,fil
14108,"may usok sa kusina dito sa highway, buhay ang nakataya!",['Fire'],Red,[0],2,fil
14109,"Boss may motor crash, walang buhay.",['Accident'],Black,[2],3,fil
14110,"Boss may basag na rehistro at overdose, hindi na umaandar.","['Other', 'Medical']",Black,"[5, 3]",3,fil
14111,"Biglaang nagsumiklab ang gulo, malakas na dugo!",['Other'],Red,[5],2,fil
14112,Grabe nasusunog na building at nagkagulo ang mga tao! wala nang pulso. Bilisan!,"['Fire', 'Other']",Black,"[0, 5]",3,fil
14113,"Emergency! pananakit sa kalsada at nahulog sa kanal, posibleng bali.","['Crime', 'Accident']",Yellow,"[1, 2]",1,fil
14114,Grabe banggaan sa highway at tubig baha sa loob! kailangan tignan. Bilisan!,"['Accident', 'Natural Disaster']",Yellow,"[2, 4]",1,fil
14115,"ulan di tumitigil dito sa highway, deceased!",['Natural Disaster'],Black,[4],3,fil
14116,"Nag-report ng aso na-trap at binaril ang tao, safe naman.","['Other', 'Crime']",Green,"[5, 1]",0,fil
14117,"Tulong! hostage situation at motor crash, kaya pang maghintay.","['Crime', 'Accident']",Green,"[1, 2]",0,fil
14118,"Tulong! may isda sa ilog at kuryente sunog, wala nang pulso.","['Other', 'Fire']",Black,"[5, 0]",3,fil
14119,holdap sa tindahan sa Bagong Silang. ok lang.,['Crime'],Green,[1],0,fil
14120,"Boss may heart attack at tubig baha sa loob, buhay ang nakataya.","['Medical', 'Natural Disaster']",Red,"[3, 4]",2,fil
14121,"Nag-report ng nagliliyab na bahay, minor lang.",['Fire'],Green,[0],0,fil
14122,"landslide sa bundok dito sa sakayan, hindi makahinga!",['Natural Disaster'],Red,[4],2,fil
14123,"bodega nasusunog at puno tumama sa bahay nangyari, medyo masakit. Padala agad.","['Fire', 'Natural Disaster']",Yellow,"[0, 4]",1,fil
14124,"May hangin nilipat ang yero at nakita ang bangkay, hindi makahinga.","['Natural Disaster', 'Other']",Red,"[4, 5]",2,fil
14125,"Biglaang nakawan sa bahay, malakas na dugo!",['Crime'],Red,[1],2,fil
14126,"Emergency! hangin nilipat ang yero, patay na.",['Natural Disaster'],Black,[4],3,fil
14127,"tumatakbo ang apoy nangyari, kaya pang maghintay. Padala agad.",['Fire'],Green,[0],0,fil
14128,"Boss may holdap sa tindahan, kailangan ng tulong pero stable.",['Crime'],Yellow,[1],1,fil
14129,"Emergency! nagsumiklab ang gulo, hindi makahinga.",['Other'],Red,[5],2,fil
14130,"Urgent - motorcycle collision, possible fracture!",['Accident'],Yellow,[2],1,en
14131,Grabe flash flood! hindi na umaandar. Bilisan!,['Natural Disaster'],Black,[4],3,fil
14132,"Nag-report ng nahimatay at holdap sa tindahan, puwedeng delayed.","['Medical', 'Crime']",Yellow,"[3, 1]",1,fil
14133,"biglaang flash flood, ok lang!",['Natural Disaster'],Green,[4],0,fil
14134,"May lupa gumuho, medyo masakit.",['Natural Disaster'],Yellow,[4],1,fil
14135,"Tulong! motor crash at nahihirapang huminga, hindi makahinga.","['Accident', 'Medical']",Red,"[2, 3]",2,fil
14136,"storm, life-threatening.",['Natural Disaster'],Red,[4],2,en
14137,"Tulong! kidnapping at lindol, kailangan tignan. pls","['Crime', 'Natural Disaster']",Yellow,"[1, 4]",1,fil
14138,malakas na ulan sa plaza. posibleng bali.,['Natural Disaster'],Yellow,[4],1,fil
14139,may kutsilyo sa plaza. konting galos lang.,['Crime'],Green,[1],0,fil
14140,"Boss may stroke, konting galos lang.",['Medical'],Green,[3],0,fil
14141,"Urgent - seizure and car crash, urgent!","['Medical', 'Accident']",Red,"[3, 2]",2,en
14142,"Emergency! sugatan, posibleng bali.",['Medical'],Yellow,[3],1,fil
14143,"bugbugan at bodega nasusunog dito sa sakayan, critical na!","['Crime', 'Fire']",Red,"[1, 0]",2,fil
14144,"Boss may lindol, kailangan tignan.",['Natural Disaster'],Yellow,[4],1,fil
14145,"Biglaang nawawalang alahas, minor lang! pls",['Other'],Green,[5],0,fil
14146,"Emergency: bleeding, can wait.",['Medical'],Yellow,[3],1,en
14147,"lost child and seizure, deceased.","['Other', 'Medical']",Black,"[5, 3]",3,en
14148,"holdap sa tindahan at rollover dito sa San Jose, safe naman!","['Crime', 'Accident']",Green,"[1, 2]",0,fil
14149,diabetic emergency sa Bagong Silang. kailangan agad.,['Medical'],Red,[3],2,fil
14150,"Urgent - vehicle accident and chest pain, possible fracture!","['Accident', 'Medical']",Yellow,"[2, 3]",1,en
14151,"MAY BINARIL ANG TAO, OK LANG.",['Crime'],Green,[1],0,fil
14152,"Emergency: heavy rain, severe bleeding.",['Natural Disaster'],Red,[4],2,en
14153,"sugatan at hangin nilipat ang yero nangyari, ok lang. Padala agad.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0,fil
14154,"Tulong! hostage situation at banggaan sa highway, hindi na umaandar.","['Crime', 'Accident']",Black,"[1, 2]",3,fil
14155,"hostage, can wait.",['Crime'],Yellow,[1],1,en
14156,"Tulong! binaril ang tao, posibleng bali.",['Crime'],Yellow,[1],1,fil
14157,"Biglaang hindi humihinga at sira ang tulay, minor lang! pls","['Medical', 'Other']",Green,"[3, 5]",0,fil
14158,"Tulong! gas leak, hindi makahinga.",['Other'],Red,[5],2,fil
14159,"Nag-report ng bangga ng kotse at landslide sa bundok, safe naman.","['Accident', 'Natural Disaster']",Green,"[2, 4]",0,fil
14160,"Biglaang nag-aaksidente ang pulis, puwedeng delayed!",['Other'],Yellow,[5],1,fil
14161,"suspek na pakete nangyari, patay na. Padala agad.",['Other'],Black,[5],3,fil
14162,"Tulong! sunog sa factory at nadulas, walang buhay.","['Fire', 'Accident']",Black,"[0, 2]",3,fil
14163,"May landslide sa bundok, minor lang.",['Natural Disaster'],Green,[4],0,fil
14164,"may usok sa kusina at ahas sa bahay dito sa highway, agarang emergency!","['Fire', 'Other']",Red,"[0, 5]",2,fil
14165,"Urgent - broken window, severe bleeding!",['Other'],Red,[5],2,en
14166,"nag-aaway ng malakas nangyari, medyo masakit. Padala agad.",['Crime'],Yellow,[1],1,fil
14167,"Boss may malakas na ulan, kaya pang maghintay.",['Natural Disaster'],Green,[4],0,fil
14168,"May nadulas, safe naman.",['Accident'],Green,[2],0,fil
14169,"Emergency! malakas na ulan at kidnapping, posibleng bali.","['Natural Disaster', 'Crime']",Yellow,"[4, 1]",1,fil
14170,"overdose nangyari, wala nang pulso. Padala agad.",['Medical'],Black,[3],3,fil
14171,"Emergency: stroke, no injuries.",['Medical'],Green,[3],0,en
14172,"Boss may baha sa kalsada at stroke, agarang emergency.","['Natural Disaster', 'Medical']",Red,"[4, 3]",2,fil
14173,"motor crash dito sa palengke, hindi makahinga!",['Accident'],Red,[2],2,fil
14174,"Tulong! nahihirapang huminga, posibleng bali.",['Medical'],Yellow,[3],1,fil
14175,"Urgent - bleeding and heavy rain, deceased!","['Medical', 'Natural Disaster']",Black,"[3, 4]",3,en
14176,may nagnakaw sa sakayan. hindi makahinga.,['Crime'],Red,[1],2,fil
14177,"gubat na mapapasok at pananakit sa kalsada dito sa market, hindi na umaandar!","['Other', 'Crime']",Black,"[5, 1]",3,fil
14178,"Nag-report ng nahulog na phone, wala nang pulso.",['Other'],Black,[5],3,fil
14179,"May may nag-aapoy na kotse at buntis manganak, medyo masakit.","['Fire', 'Medical']",Yellow,"[0, 3]",1,fil
14180,"Emergency! tubig baha sa loob, kailangan tignan.",['Natural Disaster'],Yellow,[4],1,fil
14181,"Boss may nahulog sa kanal, hindi makahinga.",['Accident'],Red,[2],2,fil
14182,Grabe suka ng agua at binaril ang tao! posibleng bali. Bilisan!,"['Other', 'Crime']",Yellow,"[5, 1]",1,fil
14183,"Boss may nahimatay, buhay ang nakataya.",['Medical'],Red,[3],2,fil
14184,"Emergency! storm surge, medyo masakit.",['Natural Disaster'],Yellow,[4],1,fil
14185,sunog sa factory sa Poblacion. hindi makahinga.,['Fire'],Red,[0],2,fil
14186,"bangga ng kotse at nasusunog na building nangyari, hindi na umaandar. Padala agad.","['Accident', 'Fire']",Black,"[2, 0]",3,fil
14187,Grabe tumatakbo ang apoy! konting galos lang. Bilisan!,['Fire'],Green,[0],0,fil
14188,"nahimatay at nadulas dito sa kanto, deceased!","['Medical', 'Accident']",Black,"[3, 2]",3,fil
14189,nasusunog yung store at nadulas sa kanto. hindi makahinga.,"['Fire', 'Accident']",Red,"[0, 2]",2,fil
14190,"banggaan sa highway dito sa elementary school, kailangan agad!",['Accident'],Red,[2],2,fil
14191,"Biglaang nasagasaan, malakas na dugo!",['Accident'],Red,[2],2,fil
14192,"Biglaang nawawalang alahas at landslide sa bundok, kaya pang maghintay.","['Other', 'Natural Disaster']",Green,"[5, 4]",0,fil
14193,"May kidnapping, minor lang.",['Crime'],Green,[1],0,fil
14194,"nasusunog na building dito sa San Jose, posibleng bali!",['Fire'],Yellow,[0],1,fil
14195,"Tulong! kuryente sunog, ok lang.",['Fire'],Green,[0],0,fil
14196,"hindi humihinga dito sa palengke, deceased!",['Medical'],Black,[3],3,fil
14197,"Tulong! sarado ang daan at bodega nasusunog, hindi makahinga.","['Other', 'Fire']",Red,"[5, 0]",2,fil
14198,"Biglaang landslide sa bundok, kailangan tignan!",['Natural Disaster'],Yellow,[4],1,fil
14199,"Tulong! kemikal natapon, medyo masakit. pls",['Other'],Yellow,[5],1,fil
14200,"Emergency: truck accident, needs treatment soon.",['Accident'],Yellow,[2],1,en
14201,"May kuryente sunog, medyo masakit.",['Fire'],Yellow,[0],1,fil
14202,nasagasaan sa kanto. ok lang.,['Accident'],Green,[2],0,fil
14203,"May nahulog sa kanal, posibleng bali.",['Accident'],Yellow,[2],1,fil
14204,"kidnapping at puno tumama sa bahay nangyari, medyo masakit. Padala agad.","['Crime', 'Natural Disaster']",Yellow,"[1, 4]",1,fil
14205,"Nag-report ng buntis manganak, patay na.",['Medical'],Black,[3],3,fil
14206,"Emergency! holdap sa tindahan, walang buhay.",['Crime'],Black,[1],3,fil
14207,"Nag-report ng riot, malakas na dugo. pls",['Other'],Red,[5],2,fil
14208,"Nag-report ng may bayong anghang, walang buhay.",['Other'],Black,[5],3,fil
14209,"electrical fire at elementary school, no pulse.",['Fire'],Black,[0],3,en
14210,"Emergency! aso na-trap at malakas na ulan, konting galos lang.","['Other', 'Natural Disaster']",Green,"[5, 4]",0,fil
14211,Grabe diabetic emergency! posibleng bali. Bilisan!,['Medical'],Yellow,[3],1,fil
14212,"Biglaang rollover at diabetic emergency, kailangan ng tulong pero stable!","['Accident', 'Medical']",Yellow,"[2, 3]",1,fil
14213,"lost person at highway, can wait.",['Other'],Yellow,[5],1,en
14214,"typhoon damage, possible fracture.",['Natural Disaster'],Yellow,[4],1,en
14215,"May naaksidente sa construction at lindol, patay na.","['Accident', 'Natural Disaster']",Black,"[2, 4]",3,fil
14216,"stroke, needs treatment soon.",['Medical'],Yellow,[3],1,en
14217,"Biglaang pagpatay, kailangan tignan! pls",['Crime'],Yellow,[1],1,fil
14218,"Urgent - loose animal and storm, possible fracture!","['Other', 'Natural Disaster']",Yellow,"[5, 4]",1,en
14219,"May puno tumama sa bahay, critical na.",['Natural Disaster'],Red,[4],2,fil
14220,"Biglaang motor crash at hangin nilipat ang yero, agarang emergency!","['Accident', 'Natural Disaster']",Red,"[2, 4]",2,fil
14221,"rollover nangyari, kailangan tignan. Padala agad.",['Accident'],Yellow,[2],1,fil
14222,Grabe diabetic emergency! safe naman. Bilisan!,['Medical'],Green,[3],0,fil
14223,"urgent - landslide, possible fracture!",['Natural Disaster'],Yellow,[4],1,en
14224,"assault on street and vehicle accident, not breathing.","['Crime', 'Accident']",Red,"[1, 2]",2,en
14225,"Emergency! hostage situation, kailangan agad.",['Crime'],Red,[1],2,fil
14226,"Nag-report ng puno tumama sa bahay at nagwawala ang tao, critical na.","['Natural Disaster', 'Other']",Red,"[4, 5]",2,fil
14227,"Boss may gas leak, buhay ang nakataya.",['Other'],Red,[5],2,fil
14228,"Tulong. sunog sa factory, critical na.",['Fire'],Red,[0],2,fil
14229,"May sunog sa bahay at nahimatay, hindi makahinga.","['Fire', 'Medical']",Red,"[0, 3]",2,fil
14230,"Boss may bugbugan, malakas na dugo.",['Crime'],Red,[1],2,fil
14231,"Biglaang hit and run, malakas na dugo!",['Accident'],Red,[2],2,fil
14232,"ulan di tumitigil dito sa Poblacion, critical na!",['Natural Disaster'],Red,[4],2,fil
14233,Grabe stroke at storm surge! hindi makahinga. Bilisan!,"['Medical', 'Natural Disaster']",Red,"[3, 4]",2,fil
14234,"chest pain, possible fracture.",['Medical'],Yellow,[3],1,en
14235,"Emergency! hit and run, hindi na umaandar.",['Accident'],Black,[2],3,fil
14236,"Emergency! gubat na mapapasok, kaya pang maghintay.",['Other'],Green,[5],0,fil
14237,Grabe nawawalang alahas at overdose! hindi na umaandar. Bilisan!,"['Other', 'Medical']",Black,"[5, 3]",3,fil
14238,"sunog sa bahay dito sa market, kailangan agad!",['Fire'],Red,[0],2,fil
14239,"Emergency: seizure, safe to wait.",['Medical'],Green,[3],0,en
14240,"truck nasagasaan ang tao dito sa palengke, konting galos lang.",['Accident'],Green,[2],0,fil
14241,"vehicle accident and not breathing, life-threatening.","['Accident', 'Medical']",Red,"[2, 3]",2,en
14242,"holdap sa tindahan nangyari, kailangan ng tulong pero stable. Padala agad.",['Crime'],Yellow,[1],1,fil
14243,"may usok sa kusina dito sa highway, buhay ang nakataya! pls",['Fire'],Red,[0],2,fil
14244,"Nag-report ng allergic reaction, critical na.",['Medical'],Red,[3],2,fil
14245,"May nasagasaan at landslide sa bundok, agarang emergency. pls","['Accident', 'Natural Disaster']",Red,"[2, 4]",2,fil
14246,"May heart attack, kailangan tignan.",['Medical'],Yellow,[3],1,fil
14247,"Emergency: electrical fire, life-threatening.",['Fire'],Red,[0],2,en
14248,"EMERGENCY: MOTORCYCLE COLLISION, DECEASED.",['Accident'],Black,[2],3,en
14249,"burglary, no pulse.",['Crime'],Black,[1],3,en
14250,"Urgent - typhoon damage, no injuries!",['Natural Disaster'],Green,[4],0,en
14251,"Tulong! diabetic emergency, minor lang.",['Medical'],Green,[3],0,fil
14252,"Tulong! tubig baha sa loob, kailangan ng tulong pero stable.",['Natural Disaster'],Yellow,[4],1,fil
14253,"Tulong! gasoline sunog, medyo masakit.",['Fire'],Yellow,[0],1,fil
14254,Grabe nagliliyab na bahay! medyo masakit. Bilisan!,['Fire'],Yellow,[0],1,fil
14255,"Emergency! hit and run, puwedeng delayed.",['Accident'],Yellow,[2],1,fil
14256,"Emergency! tumatakbo ang apoy, medyo masakit.",['Fire'],Yellow,[0],1,fil
14257,"May sarado ang daan, patay na. pls",['Other'],Black,[5],3,fil
14258,"nagliliyab na bahay at landslide sa bundok nangyari, puwedeng delayed. Padala agad.","['Fire', 'Natural Disaster']",Yellow,"[0, 4]",1,fil
14259,"ULAN DI TUMITIGIL AT MAY NAG-AAPOY NA KOTSE NANGYARI, MALAKAS NA DUGO. PADALA AGAD.","['Natural Disaster', 'Fire']",Red,"[4, 0]",2,fil
14260,"Nag-report ng may nag-aapoy na kotse, kailangan ng tulong pero stable.",['Fire'],Yellow,[0],1,fil
14261,"NAG-REPORT NG SUNOG SA FACTORY, KAILANGAN TIGNAN.",['Fire'],Yellow,[0],1,fil
14262,"Emergency! nadulas, walang buhay.",['Accident'],Black,[2],3,fil
14263,"Tulong! binaril ang tao, deceased.",['Crime'],Black,[1],3,fil
14264,"Biglaang nadaganan ng gamit at overdose, walang buhay!","['Accident', 'Medical']",Black,"[2, 3]",3,fil
14265,"Tulong! sira ang tubig, minor lang. po",['Other'],Green,[5],0,fil
14266,"Emergency! nagliliyab na bahay, posibleng bali.",['Fire'],Yellow,[0],1,fil
14267,"Nag-report ng sunog sa bahay at may kakaibang kadahilan, kailangan agad.","['Fire', 'Other']",Red,"[0, 5]",2,fil
14268,gulo sa bar at mayroon na bukas na iwanan sa Bagong Silang. konting galos lang.,"['Crime', 'Other']",Green,"[1, 5]",0,fil
14269,"Urgent - lost pet and car fire, safe to wait!","['Other', 'Fire']",Green,"[5, 0]",0,en
14270,"Boss may mayroon na bukas na iwanan, posibleng bali.",['Other'],Yellow,[5],1,fil
14271,"hostage at Bagong Silang, no signs of life.",['Crime'],Black,[1],3,en
14272,"Nag-report ng baha sa kalsada at may kutsilyo, agarang emergency.","['Natural Disaster', 'Crime']",Red,"[4, 1]",2,fil
14273,"Tulong! bugbugan, puwedeng delayed.",['Crime'],Yellow,[1],1,fil
14274,"nahulog na phone nangyari, walang buhay. Padala agad.",['Other'],Black,[5],3,fil
14275,"Tulong! nasagasaan, hindi makahinga.",['Accident'],Red,[2],2,fil
14276,"Tulong! may taong inuuusapan nang walang tigil, critical na.",['Other'],Red,[5],2,fil
14277,"Tulong! nadulas, agarang emergency.",['Accident'],Red,[2],2,fil
14278,Grabe pananakit sa kalsada at hindi alam kung saan. critical na. Bilisan.,"['Crime', 'Other']",Red,"[1, 5]",2,fil
14279,"flooding at kanto, no pulse.",['Natural Disaster'],Black,[4],3,en
14280,"Nag-report ng tumatakbo ang apoy, puwedeng delayed.",['Fire'],Yellow,[0],1,fil
14281,"Nag-report ng pananakit sa kalsada, malakas na dugo.",['Crime'],Red,[1],2,fil
14282,Grabe nawawalang alahas! minor lang. Bilisan!,['Other'],Green,[5],0,fil
14283,"Tulong! bugbugan, buhay ang nakataya.",['Crime'],Red,[1],2,fil
14284,"Tulong! sira ang tulay, patay na.",['Other'],Black,[5],3,fil
14285,"building burning at plaza, not breathing.",['Fire'],Red,[0],2,en
14286,"Emergency! sunog sa factory, konting galos lang.",['Fire'],Green,[0],0,fil
14287,"Tulong! lupa gumuho at truck nasagasaan ang tao, kaya pang maghintay.","['Natural Disaster', 'Accident']",Green,"[4, 2]",0,fil
14288,"Biglaang allergic reaction at nag-aaway ng malakas, buhay ang nakataya.","['Medical', 'Crime']",Red,"[3, 1]",2,fil
14289,"Tulong! tumatakbo ang apoy at sira ang tulay, deceased.","['Fire', 'Other']",Black,"[0, 5]",3,fil
14290,"hostage, life-threatening.",['Crime'],Red,[1],2,en
