id,text,incident_types,severity,type_labels,severity_label
1239,"Inalerto ang mga awtoridad: banggaan sa kalsada and kombulsyon, needs treatment soon.","['Accident', 'Medical']",Yellow,"[0, 3]",1
9454,this cash for work project which provided wages to 200 people is part of mercy corps work in the horn of africa which historic drought triggered widespread famine last year,"['Accident', 'Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 3, 4, 5]",3
10596,food and water on route freres jean paul street tents,['Other'],Yellow,[5],1
5263,"Critical alert: lost child and hindi humihinga, no injuries reported.","['Other', 'Medical']",Green,"[3, 5]",0
2581,"Criticl lert: smoke coming out, no injuries reported.",['Fire'],Green,[2],0
6840,i have a lot of spots please help me,"['Medical', 'Other']",Red,"[3, 5]",2
4405,"Kritikal na alerto: armadong pagnanakaw and kitchen fire, no signs of life. pls help","['Crime', 'Fire']",Black,"[1, 2]",3
5310,"Thereisanag-assaultandkombulsyonreported,notbreathing.","['Crime', 'Medical']",Red,"[1, 3]",2
9611,jimgaffigan sandy proves there s nothing more american than buying tons of food when it s raining,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
10517,on national highway 1a running through the districts of quang ninh and le thuy flooding caused severe congestion stranding hundreds of trucks and passenger cars,"['Crime', 'Natural Disaster', 'Other']",Red,"[1, 4, 5]",2
4112,"Kritikal na alerto: gas leak, no injuries reported.",['Other'],Green,[5],0
519,"uhm Authorities alerted: aksidente sa trak and baha, no signs of life.","['Accident', 'Natural Disaster']",Black,"[0, 4]",3
5595,"Emergency reported involving kombulsyon, urgent help needed.",['Medical'],Red,[3],2
1678,"Kritikal na alerto: may holdap and epekto ng bagyo, needs treatment soon.","['Crime', 'Natural Disaster']",Yellow,"[1, 4]",1
5365,"Narinig ko ang aksidente sa trak, konti lang sugat.",['Accident'],Green,[0],0
6397,television footage showed uprooted trees lying on top of collapsed mud and thatch huts and sheets of corrugated iron which had been ripped from roofs scattered on the ground,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
3032,"May naiulat na banggaan ng motorsiklo and person collapsed, life-threatening injuries.","['Accident', 'Medical']",Red,"[0, 3]",2
6873,the worst thing about this sandy bitch is the suspense of when the hell is she getting here,['Other'],Green,[5],0
1617,"Dispatchunitsforelectricalfire,walangagarangpanganib.",['Fire'],Green,[2],0
278,"Critical alert: epekto ng bagyo and public disturbance, safe to wait.","['Natural Disaster', 'Other']",Green,"[4, 5]",0
4541,"uhm Incident reported: pananakit and banggaan sa kalsada, possible fracture.","['Crime', 'Accident']",Yellow,"[0, 1]",1
4405,"Kritikal na alerto: armadong pagnanakaw and kitchen fire, no signs of life. pls help","['Crime', 'Fire']",Black,"[1, 2]",3
3169,"Agarang sitwasyon: may kakaibang amoy and may break-in sa bahay, hindi na humihinga.","['Other', 'Crime']",Black,"[1, 5]",3
9592,the government plans to relocate communities reluctant to move back to the coast for example in sirombu the plan is to move the town some 2 3 kilometres inland with those who make their livelihood through fishing having to commute to the coast by bicycle,['Other'],Green,[5],0
3464,"Help! nawawalang tao and pinsala mula sa lindol, no signs of life.","['Other', 'Natural Disaster']",Black,"[4, 5]",3
1557,"uhm Emergency reported involving epekto ng bagyo and nawawalang bata, no signs of life.","['Natural Disaster', 'Other']",Black,"[4, 5]",3
2786,"uhm Inalerto ang mga awtoridad: nawalang mountaineer and smoke coming out, hindi na humihinga.","['Other', 'Fire']",Black,"[2, 5]",3
883,"Dispatch units for man with a knife and not breathing, possible fracture.","['Crime', 'Medical']",Yellow,"[1, 3]",1
4361,"Ipadala ang mga yunit para sa not breathing and truck accident, possible fracture.","['Medical', 'Accident']",Yellow,"[0, 3]",1
7372,although the army has been mobilised and government teams have evacuated areas and are providing relief aid people are in urgent need of food clean water and shelter,"['Medical', 'Other']",Yellow,"[3, 5]",1
2420,"Help! kitchen fire and banggaan ng motorsiklo, posibleng may sugatan.","['Fire', 'Accident']",Yellow,"[0, 2]",1
8385,with much of the region at high risk of extreme weather http www germanwatch org klima cri2011map highres jpg according to the munich based global climate risk index the workshop bringing together nearly 200 government officials ngo and community representatives hopes to improve the capacity of farmers and fishermen to cope,"['Natural Disaster', 'Other']",Yellow,"[4, 5]",1
1211,"Dispatch units for unconscious patient and nag-crash yung kotse, urgent help needed.","['Medical', 'Accident']",Red,"[0, 3]",2
10400,initially roads were not pliable and bridges and causeways that connected affected villages were badly damaged said i jeevaraj pothuvil s sponsor relations coordinator,"['Accident', 'Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 3, 4, 5]",3
7212,blade donft good stuff ba2 has to be the thinking man s way to cross the pond especially in a stormageddon british airways,['Other'],Green,[5],0
1587,"may Agarang sitwasyon: nawawalang tao, no signs of life.",['Other'],Black,[5],3
1958,"Help! landslide nangyari and sunog sa kusina, no signs of life.","['Natural Disaster', 'Fire']",Black,"[2, 4]",3
45,"Critical alert: tao nagwawala and hindi humihinga, expectant category.","['Other', 'Medical']",Black,"[3, 5]",3
3709,"Grabe, aksidente sa kotse! life-threatening injuries.",['Accident'],Red,[0],2
3301,"uhm Kritikal na alerto: natapon na kemikal and may flood, no signs of life.","['Other', 'Natural Disaster']",Black,"[4, 5]",3
6180,corrected version the onset of seasonal rains is posing logistical challenges as well as hampering the access of beneficiaries to distribution points,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
3290,"Urgent situation: armed robbery, severe bleeding.",['Crime'],Red,[1],2
2534,"Grabe, malakas na putok and aksidente sa kotse! kailangan ng agarang tugon.","['Other', 'Accident']",Red,"[0, 5]",2
3222,"Maynaiulatnanahihirapanhumingaandburningstructure,delayedcareok.","['Medical', 'Fire']",Yellow,"[2, 3]",1
4603,"Critical alert: heavy rainfall, posibleng may sugatan.",['Natural Disaster'],Yellow,[4],1
4822,"Incident reported: may accident sa road and aso nanakit, safe to wait.","['Accident', 'Other']",Green,"[0, 5]",0
304,"Responders needed for armadong pagnanakaw, walang agarang panganib.",['Crime'],Green,[1],0
4304,"Critical alert: may break-in sa bahay and naiwang pasahero, expectant category.","['Crime', 'Other']",Black,"[1, 5]",3
6705,the old system would not have been able to serve everybody and does not reach down to the coast where community wells are now heavily contaminated,['Other'],Green,[5],0
1944,"Agarang sitwasyon: maraming tao nagkakagulo and car accident, hindi na humihinga.","['Other', 'Accident']",Black,"[0, 5]",3
5398,"Insidente: building on fire na, kailangan ng agarang tugon.",['Fire'],Red,[2],2
3067,"There is a hindi matukoy na tunog and kombulsyon reported, hindi na humihinga.","['Other', 'Medical']",Black,"[3, 5]",3
776,"Insidente: road crash and chest pain, life-threatening injuries.","['Accident', 'Medical']",Red,"[0, 3]",2
2186,"Incident reported: nahihirapan huminga and car aksdn, posibleng may sugatan.","['Medical', 'Accident']",Yellow,"[0, 3]",1
10464,his decree allowed the government to use troops to force evacuations appropriate private buildings and vehicles re prioritise budgets and disregard all planning laws during reconstruction,"['Crime', 'Other']",Yellow,"[1, 5]",1
9592,the government plans to relocate communities reluctant to move back to the coast for example in sirombu the plan is to move the town some 2 3 kilometres inland with those who make their livelihood through fishing having to commute to the coast by bicycle,['Other'],Green,[5],0
7632,food most of the stored grain and livestock has been swept away in the flood water and people are relying on the ration provided by the district administration which is not enough for the family and does not follow sphere standards,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
462,"Emergency reported involving maraming tao nagkakagulo, walang agarang panganib.",['Other'],Green,[5],0
3249,"uhm Kritikal na alerto: car accident, konti lang sugat.",['Accident'],Green,[0],0
5000,"Emergency n kinssngkutn ng my brek-in s bhy nd burning structure, delyed cre ok.","['Crime', 'Fire']",Yellow,"[1, 2]",1
5554,"Ipadala ang mga yunit para sa building on fire na, possible fracture.",['Fire'],Yellow,[2],1
4017,"Authorities alerted: may fire sa bahay and storm surge, walking wounded.","['Fire', 'Natural Disaster']",Green,"[2, 4]",0
8764,information on the haiti earthquake,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
6695,most of the affected children died due to post measles complications such as pneumonia post measles encephalitis and diarrhoea said who spokeswoman maryam yunus,['Other'],Green,[5],0
8318,if someone asks you about your birthday do not hesitate to say january 12 2010 let say the new birthday of all survivors is jan 12 2010,['Other'],Green,[5],0
9757,the government said it was ready to compile a supplementary budget for the current fiscal year to march 2005 to cope with damage from the quakes and a series of powerful typhoons including tokage which last week killed at least 79 people,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
7508,i don t know the address of a cyber cafe that is working,['Other'],Green,[5],0
5026,"Narinig ko ang road crash and may taong bumagsak, hindi na humihinga.","['Accident', 'Medical']",Black,"[0, 3]",3
3916,"Dispatchunitsforepektongbagyoandstrandedpassengers,walangagarangpanganib.","['Natural Disaster', 'Other']",Green,"[4, 5]",0
6734,there are a total of 37 deaths mostly those working in the harbor fishermen and sand miners,"['Crime', 'Other']",Black,"[1, 5]",3
6619,the council encourages the international community to strengthen cooperation and coordination with the haitian authorities,['Other'],Yellow,[5],1
4117,"Kailangan ng responders para sa banta ng baril and nawalang mountaineer, no signs of life. pls help","['Crime', 'Other']",Black,"[1, 5]",3
4991,"Incident reported: pagguho ng lupa and not breathing, wala nang buhay.","['Natural Disaster', 'Medical']",Black,"[3, 4]",3
9416,at another sichuan school the classrooms stood but dorms collapsed on napping children,"['Accident', 'Crime', 'Other']",Black,"[0, 1, 5]",3
10133,carrefour lamentin 54 route rail centre la grace hospital need food and medication and water we need help food and water medecine tn using openstreetmaps i found a large building on lamentin 54 that could be an hospital please confirm,"['Accident', 'Medical', 'Other']",Red,"[0, 3, 5]",2
5210,"Responders needed for pananakit ng dibdib, possible fracture. uhm",['Medical'],Yellow,[3],1
1170,"Dispatch units for truck bangga and tao bumagsak, urgent help needed. pls help","['Accident', 'Medical']",Red,"[0, 3]",2
9158,i would like to know if there are any maritime jobs,['Other'],Green,[5],0
8644,on 30 november a cargo plane crashed during a severe thunderstorm close to the brazzaville airport killing 32 people among them four armenians,"['Accident', 'Crime', 'Natural Disaster', 'Other']",Black,"[0, 1, 4, 5]",3
2574,"Authorities alerted: tao bumagsak, no signs of life.",['Medical'],Black,[3],3
2520,"Grbe, smoke coming out! konti lng sugt.",['Fire'],Green,[2],0
10432,pull ups size 4t 5t pull ups 9several packages a d ointment latex free gloves,['Other'],Green,[5],0
7736,on january 21 it signed a four year 200 million agreement with the gop to support the earthquake reconstruction program,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
10138,this led to accusations that corner cutting in construction projects and possibly corruption led to shoddy buildings especially as many buildings near such schools held firm,['Other'],Green,[5],0
78,"Narinig ko ang vehicle collision, wala nang buhay.",['Accident'],Black,[0],3
2967,"uhm Inalerto ang mga awtoridad: heavy rainfall and gumuhong tulay, possible fracture.","['Natural Disaster', 'Other']",Yellow,"[4, 5]",1
1134,"Kailangan ng responders para sa karahasan sa bahay, expectant category.",['Crime'],Black,[1],3
10360,we re racing to reduce the impact of water shortages by constructing wells drilling boreholes and installing storage devices to capture future rainfall in addition to promoting hygiene to prevent the spread of diarrhea cholera and other water borne diseases,['Other'],Green,[5],0
7283,the rice come in mirbalais an other gang want to keep it in costody so the rice dont go to artibonite the population keeps the truck stop it to go there there is insecurity for the population,['Other'],Green,[5],0
4869,"Agarang sitwasyon: nasusunog na istruktura and earthquake damage, posibleng may sugatan.","['Fire', 'Natural Disaster']",Yellow,"[2, 4]",1
1365,"Parang may man with a knife and nasusunog na gusali, posibleng may sugatan.","['Crime', 'Fire']",Yellow,"[1, 2]",1
7926,the government raised the flood alert status on the yangtze river warning of potential downpours and windstorms in the waterway s middle and lower reaches saturday as typhoon soulik moves towards the chinese coast reported news portal people com cn,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
7029,i would liketo know what is happening in,['Other'],Green,[5],0
516,"Kailangan ng responders para sa road crash and kitchen fyr, walang agarang panganib.","['Accident', 'Fire']",Green,"[0, 2]",0
8471,he told the police to take us to the refugee camp but after he left they beat us and fired bullets over our heads she said crying and showing a badly swollen leg that had not healed two months after one of the policemen struck it with the barrel of his gun,"['Crime', 'Other']",Yellow,"[1, 5]",1
2128,"Responders needed for salpukan ng sasakyan and smoke coming out, expectant category.","['Accident', 'Fire']",Black,"[0, 2]",3
3527,"Insidente: storm surge, needs treatment soon.",['Natural Disaster'],Yellow,[4],1
2324,"Agarang sitwasyon: gas leak, konti lang sugat.",['Other'],Green,[5],0
3908,"Kailangan ng responders para sa sunog sa kuryente and may taong bumagsak, expectant category.","['Fire', 'Medical']",Black,"[2, 3]",3
875,"may Emergency reported involving malakas na putok and flooding, posibleng may sugatan.","['Other', 'Natural Disaster']",Yellow,"[4, 5]",1
9176,i m under the rain with all my family can i find a tent please thanks in advance,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
9949,on 20 august of 2012 dioncounda traor mali s president had signed a decree that proclaimed the formation of the new national unity government in accordance with the economic community of west african states s ecowas request related to the formation of a new executive branch stable enough and capable of managing the political transition and to regain the northern part of the country,['Other'],Green,[5],0
5511,"Incident reported: may break-in sa bahay and maraming tao nagkakagulo, expectant category.","['Crime', 'Other']",Black,"[1, 5]",3
10604,i d love to know what the government is going to do to help the victims in the countryside,['Other'],Yellow,[5],1
672,"Dispatch units for salpukan ng sasakyan and sunog sa kuryente, konti lang sugat.","['Accident', 'Fire']",Green,"[0, 2]",0
1843,"Responders needed for electrical fire and armed robbery, life-threatening injuries.","['Fire', 'Crime']",Red,"[1, 2]",2
6449,talca was really affected by the quake and now this shame on you burglars,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
7204,in ethiopia killer diseases threaten a population weakened by lack of food there are few doctors 4 per 100 000 people undp 1999 and most of the households studied cannot afford to pay for healthcare,"['Medical', 'Other']",Red,"[3, 5]",2
4630,"Emergency reported involving nag-crash yung kotse, deceased.",['Accident'],Black,[0],3
1514,"Authorities alerted: motorcycle crash, possible fracture. uhm",['Accident'],Yellow,[0],1
6237,the resident coordinator expressed gratitude to usaid and dfid for their generous joint pledge of us 43 million towards food assistance,['Other'],Green,[5],0
8727,thank you very much for all the information,['Other'],Green,[5],0
1172,"Ipadala ang mga yunit para sa truck accident, kailangan ng agarang tugon.",['Accident'],Red,[0],2
9551,we were here for the marathon and would like to help in some capacity nov 3 6 if there is clean up meal preparation debris removal food service that we can do short term please let us know there are two of us,['Other'],Yellow,[5],1
8949,sporadic gunfire rang out in the capital throughout thursday as condemnation poured in from western powers and the african union urged the mutineers immediately to put an end to mali s first coup in 21 years,"['Crime', 'Other']",Yellow,"[1, 5]",1
9356,as part of ongoing efforts to assist 8 000 targeted beneficiary families of seeds distributed throughout the agricultural season 2007 b in the bugabira and busoni communes kirundo province during the reporting week food for the hungry international fhi burundi distributed food aid comprised of 240 mt of maize 100mt of beans and 16 mt of vegetable oil,['Other'],Green,[5],0
9129,good mornin am in dange my phone card is finish how can you help me,['Other'],Yellow,[5],1
957,"There is a heavy rainfall reported, no injuries reported. pls help",['Natural Disaster'],Green,[4],0
1033,"Ipadala ang mga yunit para sa not breathing and building on fire na, kailangan ng agarang tugon. pls help","['Medical', 'Fire']",Red,"[2, 3]",2
6182,just generally want to help out cleaning packing food etc thanks,['Other'],Yellow,[5],1
5020,"Parang may tagas ng gas, not breathing.",['Other'],Red,[5],2
10267,basti jam gulab pahore and basti ghulam haider pahore mouza pahoran u c chachran teh khan pur distt rahim yar khan due to recent flood our 50 houses has been completely damaged still we re staying in tents and suffering from severe cold,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
1235,"Narinig ko ang pananakit ng dibdib and toxic smell, no signs of life.","['Medical', 'Other']",Black,"[3, 5]",3
5491,"Help! armed robbery and nahihirapan huminga, wala nang buhay.","['Crime', 'Medical']",Black,"[1, 3]",3
974,"Dispatch units for nasusunog na istruktura, needs treatment soon.",['Fire'],Yellow,[2],1
5421,"Kailangan ng responders para sa pinsala mula sa lindol and assault, kailangan ng tulong pero stable.","['Natural Disaster', 'Crime']",Yellow,"[1, 4]",1
4493,"Authorities alerted: earthquake damage and may accident sa road, walking wounded.","['Natural Disaster', 'Accident']",Green,"[0, 4]",0
515,"Help!heavyrainfall,kailanganngtulongperostable.",['Natural Disaster'],Yellow,[4],1
291,"Responders needed for earthquake damage and walang malay na pasyente, deceased.","['Natural Disaster', 'Medical']",Black,"[3, 4]",3
4951,"Emergency na kinasasangkutan ng salpukan ng sasakyan and power outage, no signs of life.","['Accident', 'Other']",Black,"[0, 5]",3
3832,"Responders needed for nasusunog na istruktura and car accident, expectant category.","['Fire', 'Accident']",Black,"[0, 2]",3
2994,"uhm Agarang sitwasyon: gun threat and tao bumagsak, delayed care ok.","['Crime', 'Medical']",Yellow,"[1, 3]",1
9884,many of our collaborative human and civil rights organizations will be supporting this relief effort,['Other'],Green,[5],0
373,"Responders needed for vehicle collision and landslide, possible fracture.","['Accident', 'Natural Disaster']",Yellow,"[0, 4]",1
9098,mitho babar village affected by the flood,['Other'],Green,[5],0
465,"Inalerto ang mga awtoridad: banggaan sa kalsada and kombulsyon, not breathing.","['Accident', 'Medical']",Red,"[0, 3]",2
8521,no aftershocks just powercuts to contend with now in santiago,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
63,"Ipadala ang mga yunit para sa may seizure yung pasyente, walking wounded. pls help",['Medical'],Green,[3],0
8908,in liberia the uk has provided chlorine and other materials for hygiene and sanitising,"['Accident', 'Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 3, 4, 5]",3
4968,"Incident reported: nag-assault, wala nang buhay.",['Crime'],Black,[1],3
1215,"Inalerto ang mga awtoridad: may break-in sa bahay, no injuries reported.",['Crime'],Green,[1],0
10254,will schools be closed this year,['Other'],Green,[5],0
5052,"Inalerto ang mga awtoridad: house fire, life-threatening injuries. uhm",['Fire'],Red,[2],2
2779,"Narinig ko ang sunog sa kuryente and break-in, hindi na humihinga.","['Fire', 'Crime']",Black,"[1, 2]",3
3079,"Agarang sitwasyon: inilikas ang gusali, deceased.",['Other'],Black,[5],3
2066,"Authorities alerted: man with a knife, no injuries reported.",['Crime'],Green,[1],0
6864,port au prince and food they need goverment aid and international aid thak you god bless haiti,['Other'],Yellow,[5],1
925,"Parang may truck accident and walang malay na pasyente, life-threatening injuries.","['Accident', 'Medical']",Red,"[0, 3]",2
1492,"Inalerto ang mga awtoridad: person collapsed, expectant category.",['Medical'],Black,[3],3
1847,"Insidente: karahasan sa bahay, safe to wait.",['Crime'],Green,[1],0
5887,she also disagreed that muslims were trying to radicalize tsunami survivors,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
1003,"Help! may flood and nahihirapan huminga, severe bleeding.","['Natural Disaster', 'Medical']",Red,"[3, 4]",2
5101,"Emergency na kinasasangkutan ng malakas na putok, needs treatment soon.",['Other'],Yellow,[5],1
6915,ethiopian officials have accused the rebels of kidnapping the workers who disappeared after gunmen ambushed two wfp vehicles in ogaden nearly two weeks ago,"['Crime', 'Other']",Black,"[1, 5]",3
4947,"May naiulat na nahihirapang huminga, no injuries reported. uhm",['Medical'],Green,[3],0
3737,"Emergency na kinasasangkutan ng kombulsyon, no injuries reported.",['Medical'],Green,[3],0
6629,very old but little kids are the hardest hit by the catastrophe it s not possible to,['Other'],Green,[5],0
9440,unchs habitat is working on gravelling the jada e abreshim road in district 7 of herat,['Other'],Green,[5],0
1941,"Emergency na kinasasangkutan ng building on fire and sarado ang kalsada, walking wounded.","['Fire', 'Other']",Green,"[2, 5]",0
743,"There is a nag-crash yung kotse and may kakaibang amoy reported, posibleng may sugatan.","['Accident', 'Other']",Yellow,"[0, 5]",1
2612,"uhm Kailangan ng responders para sa may holdap and nasusunog na gusali, urgent help needed.","['Crime', 'Fire']",Red,"[1, 2]",2
2703,"Urgent situation: hit and run and man with a knife, possible fracture.","['Accident', 'Crime']",Yellow,"[0, 1]",1
5925,the fighting which lasted about five hours and involved automatic weapons fire and mortar fire was heard in the centre of the town and near the airport,['Other'],Green,[5],0
1462,"Emergency na kinasasangkutan ng smoke lumalabas and domestic violence, walang agarang panganib.","['Fire', 'Crime']",Green,"[1, 2]",0
4190,"Agarang sitwasyon: chest pain and salpukan ng sasakyan, no signs of life. pls help","['Medical', 'Accident']",Black,"[0, 3]",3
3484,"Incident reported: building on fire and pinsala mula sa lindol, needs treatment soon.","['Fire', 'Natural Disaster']",Yellow,"[2, 4]",1
7112,road and rail transport and telecommunication facilities to the region have been shattered and the region remains virtually cut off from the rest of the country,"['Accident', 'Other']",Yellow,"[0, 5]",1
4927,"Kritikal na alerto: aksidente sa trak and burning structure, hindi na humihinga. pls help","['Accident', 'Fire']",Black,"[0, 2]",3
7950,is it true that the earthquake will go into the provinces,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
1757,"uhm Agarang sitwasyon: nawalang mountaineer and may break-in sa bahay, posibleng may sugatan.","['Other', 'Crime']",Yellow,"[1, 5]",1
7506,my organizer i great you i listen to the radio from mombin crochu,['Other'],Green,[5],0
7191,direct relief is reaching out to partners in western nepal and the uttar pradesh district of northern india where torrential monsoon rains that started last week have triggered landslides and flash floods claiming the lives of more than 200 people and leaving thousands displaced,"['Crime', 'Natural Disaster', 'Other']",Black,"[1, 4, 5]",3
10689,we are trying to preseve catchment areas but allowing people into the park will upset all that parks and wildlife officer patricio ndadzela said,['Other'],Green,[5],0
1807,"May naiulat na building on fire na, walang agarang panganib.",['Fire'],Green,[2],0
4418,"uhm Inalerto ang mga awtoridad: kitchen fire, severe bleeding.",['Fire'],Red,[2],2
697,"Grabe, difficulty breathing! expectant category. pls help",['Medical'],Black,[3],3
1953,"Insidente: lalaking may kutsilyo, hindi na humihinga.",['Crime'],Black,[1],3
9454,this cash for work project which provided wages to 200 people is part of mercy corps work in the horn of africa which historic drought triggered widespread famine last year,"['Accident', 'Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[0, 1, 3, 4, 5]",3
2952,"Responders needed for kitchen fire, kailangan ng agarang tugon. uhm",['Fire'],Red,[2],2
9168,cooking shlepping cleaning distributing food going from door to door,"['Medical', 'Other']",Yellow,"[3, 5]",1
10179,at least 1 200 more people are still feared trapped in the rubble many buildings are still on fire and there are local fears of possible tsunamis,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
510,"Authorities alerted: armed robbery and nahihirapan huminga, possible fracture. uhm","['Crime', 'Medical']",Yellow,"[1, 3]",1
10420,loaded with nearly 700 tons of fresh water a chinese navy submarine rescue ship named changxing island which could produce over 70 tons of desalted water every day arrived in mal in the evening of december 7 local time and started to supply water to the maldivian people through its own sea water desalination facilities,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
6872,the volume of destruction and damage in the regions affected by the freshet is being estimated,"['Accident', 'Natural Disaster', 'Other']",Yellow,"[0, 4, 5]",1
4317,"Agarang sitwasyon: may break-in sa bahay, deceased.",['Crime'],Black,[1],3
4127,"May naiulat na banta ng baril and missing person, wala nang buhay.","['Crime', 'Other']",Black,"[1, 5]",3
3591,"Agarang sitwasyon: truck accident, walang agarang panganib.",['Accident'],Green,[0],0
9452,listen to the news http www unmultimedia org radio english 2011 09 unfpa chief focuses on needs of women and girls in dadaab duration 4 06,['Other'],Green,[5],0
4407,"Ipadala ang mga yunit para sa walang malay na pasyente, hindi na humihinga.",['Medical'],Black,[3],3
2628,"Authorities alerted: may usok na lumalabas and natapon na kemikal, kailangan ng tulong pero stable.","['Fire', 'Other']",Yellow,"[2, 5]",1
184,"Urgent situation: nasusunog na gusali and pananakit ng dibdib, not breathing.","['Fire', 'Medical']",Red,"[2, 3]",2
9416,at another sichuan school the classrooms stood but dorms collapsed on napping children,"['Accident', 'Crime', 'Other']",Black,"[0, 1, 5]",3
111,"Agarang sitwasyon: hindi humihinga and banta ng baril, hindi na humihinga.","['Medical', 'Crime']",Black,"[1, 3]",3
4655,"Ipdl ng mg yunit pr s kombulsyon nd lndslide, wlking wounded.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0
2714,"Kritikal na alerto: brownout sa area, walang agarang panganib.",['Other'],Green,[5],0
1975,"Kailangan ng responders para sa may ahas, expectant category.",['Other'],Black,[5],3
9082,i need food and care i lived in delma my house was broken everyone died i am with my cousin i can stay at gonaives we are sleeping at peoples home still but we are hungry,"['Accident', 'Crime', 'Medical', 'Other']",Black,"[0, 1, 3, 5]",3
5509,"Kailangan ng responders para sa gas leak, not breathing.",['Other'],Red,[5],2
4993,"Parang may hindi humihinga and loud explosion sound, deceased.","['Medical', 'Other']",Black,"[3, 5]",3
3090,"Help! hit and run and pananakit ng dibdib, no signs of life.","['Accident', 'Medical']",Black,"[0, 3]",3
9538,everyone please pray for those who are in the dark tonight and who are suffering either physically or emotionally form this earthquake,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
1229,"Emergency na kinasasangkutan ng kitchen fire and may holdap, no injuries reported.","['Fire', 'Crime']",Green,"[1, 2]",0
602,"Help! my fire s bhy, wlng grng pngnib.",['Fire'],Green,[2],0
6259,please i would like to know if the canadian government would give me access to enter canada because my house is destroyed i lost my parents it s me and my fiance,['Other'],Green,[5],0
5367,"Help! not breathing and bridge collapse, no signs of life.","['Medical', 'Other']",Black,"[3, 5]",3
9303,the deficit of pasture this year has meant that livestock farmers have had to move south earlier than usual concentrating along the banks of the senegal and niger rivers where conflict is increasing in competition for scarce pasture and the increasing threat of resources being exhausted,"['Crime', 'Other']",Yellow,"[1, 5]",1
7589,willing to give out water supplies etc,['Other'],Yellow,[5],1
7462,please send me some minutes so i can call my family in paris france i need to call them so they can send me some help relief because this is not good,['Other'],Yellow,[5],1
2953,"Incidentreported:sapilitangpasok,safetowait.",['Crime'],Green,[1],0
6157,in a related development mr ban has noted the government s decision to proceed with the constitutional referendum scheduled for 10 may while postponing it in some of the areas most affected by the cyclone,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
4271,"uhm Kailangan ng responders para sa kombulsyon and sunog sa bahay, walang agarang panganib.","['Medical', 'Fire']",Green,"[2, 3]",0
5633,"Insidente: house fire, needs treatment soon.",['Fire'],Yellow,[2],1
9768,sir our village is in front of manchur lake the name of the village is nanger khan brohi post office bhan sayed abad tehsil sehwas shareef district jamshoro please help us,['Other'],Green,[5],0
8203,the preconstruction activities for over 2 100 houses have been completed and construction in some of these villages has started and will start in others throughout march april and may,['Other'],Green,[5],0
604,"Emergency reported involving pagguho ng lupa, hindi na humihinga.",['Natural Disaster'],Black,[4],3
8088,it is above all medication protective equipment infusions and isolation units that are needed,"['Medical', 'Other']",Red,"[3, 5]",2
10121,triggered by conflict over the villages sea border fresh clashes erupted between communities in arma and watmuri villages in nirunmas district west maluku tenggara district killing three people and injuring 51 others,"['Crime', 'Other']",Black,"[1, 5]",3
8502,the most common diseases were malaria diahorrea and measles he said,['Other'],Green,[5],0
389,"Responders needed for banggaan ng motorsiklo and animal na-trap, kailangan ng tulong pero stable.","['Accident', 'Other']",Yellow,"[0, 5]",1
3250,"May naiulat na not breathing, deceased.",['Medical'],Black,[3],3
2627,"Grabe, landslide nangyari and inilikas ang gusali! not breathing.","['Natural Disaster', 'Other']",Red,"[4, 5]",2
561,"Grabe, truck accident and toxic smell! no signs of life.","['Accident', 'Other']",Black,"[0, 5]",3
6731,noting that this is a drought affected area and no harvest is likely this year the main areas of focus for recovery are food security de mining and income generation and livelihoods with special attention being paid to the needs of children and women,"['Natural Disaster', 'Other']",Yellow,"[4, 5]",1
5462,"Agarang sitwasyon: sunog sa kusina and may flood, hindi na humihinga.","['Fire', 'Natural Disaster']",Black,"[2, 4]",3
1769,"Ipadala ang mga yunit para sa kombulsyon, no signs of life. uhm",['Medical'],Black,[3],3
963,"uhm Parang may malakas na ulan and domestic violence, severe bleeding.","['Natural Disaster', 'Crime']",Red,"[1, 4]",2
7773,abarho gotki no aid being reached to the area,['Other'],Green,[5],0
